phase,url,html_bytes,css_bytes,js_bytes,image_bytes,font_bytes,estimated_page_bytes,local_request_count,lcp_ms,cls,inp_ms,ttfb_ms,source,notes
baseline,https://robertdevore.com/projects/kujo/,10556,163838,20149,153700,273860,622103,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,333.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/projects/lens/,9958,163838,20149,153700,273860,621505,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,285.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/projects/sitekit/,10239,163838,20149,153700,273860,621786,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,260.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/projects/ssg/,10339,163838,20149,153700,273860,621886,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,249.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,14091,163838,20149,1476114,273860,1948052,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,259.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/relentless/,16315,163838,20149,132398,273860,606560,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,346.6,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/rethinking-keyword-research-in-the-age-of-ai/,16627,163838,20149,1946616,273860,2421090,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,311.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/reusable-flask-error-handling-a-step-by-step-guide-to-modular-http-error-responses/,17592,163838,20149,118056,273860,593495,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,392.6,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/run-a-tor-relay/,18831,163838,20149,415242,273860,891920,18,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,281.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/say-goodbye-to-wordpress/,16772,163838,20149,1021038,273860,1495657,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,268.9,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/set-featured-images-programatically-wordpress/,12975,163838,20149,4056414,273860,4527236,13,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,359.5,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/slackedd/,14521,163838,20149,227160,273860,699528,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,358.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/stattic-v0-3-0-release-llms-txt-faster-gifs-leaner-core-and-smarter-routing/,13150,163838,20149,132398,273860,603395,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,344.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/stattic-v1-0-the-worlds-fastest-python-based-static-site-generator/,16115,163838,20149,153700,273860,627662,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,340.6,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/stop-gambling-with-client-trust-why-skipping-a-security-audit-is-a-risk-you-cant-afford/,18803,163838,20149,19948620,273860,20425270,20,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,397.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/tag/,11293,163838,20149,118056,273860,587196,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,362.9,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/tag/ai/,9935,163838,20149,153700,273860,621482,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,349.2,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/tag/archive/,8304,163838,20149,153700,273860,619851,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,324.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/tag/engineering/,9382,163838,20149,153700,273860,620929,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,310.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/tag/essays/,8140,163838,20149,153700,273860,619687,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,393.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/tag/woocommerce/,12073,163838,20149,153700,273860,623620,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,312.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/tag/wordpress/,21768,163838,20149,153700,273860,633315,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,318.2,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/thank-you-wordpress/,13102,163838,20149,118056,273860,589005,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,227.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,17131,163838,20149,153700,273860,628678,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,202.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,14645,163838,20149,5733448,273860,6205940,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,227.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/tools-and-workflows-for-formatting-visuals-and-citations/,18525,163838,20149,860610,273860,1336982,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,347.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/twitter-marketing/,21169,163838,20149,584410,273860,1063426,19,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,236.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/two-years-building-wp-dispensary/,24336,163838,20149,220104,273860,702287,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,323.5,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/use-ai-to-create-your-own-wwf-action-figure-blister-packs/,13724,163838,20149,1529538,273860,2001109,13,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,253.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/what-makes-content-beautifully-useful/,18042,163838,20149,885802,273860,1361691,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,214.5,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/why-wordpress-plugin-developers-need-security-audits/,17853,163838,20149,3374638,273860,3850338,17,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,387.2,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/woocommerce-dispensary-details-plugin/,13986,163838,20149,2842958,273860,3314791,18,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,338.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/wordpress-custom-post-types-code-snippets/,17313,163838,20149,132398,273860,607558,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,388.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/wordpress-plugin-security-is-a-joke-and-youre-the-punchline/,15895,163838,20149,1641732,273860,2115474,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,295.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/wordpress-woocommerce-plugins-i-will-no-longer-maintain/,19841,163838,20149,132398,273860,610086,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,261.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/wp-dispensary-v2/,16078,163838,20149,1074388,273860,1548313,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,287.6,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/wp-dispensary/,13890,163838,20149,311672,273860,783409,18,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,245.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/wp-townhall-13-the-debate-kevin-geary-doesnt-want-you-to-see/,13111,163838,20149,153700,273860,624658,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,271.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/wtf-is-wordpress/,26427,163838,20149,2908432,273860,3392706,19,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,256.4,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
baseline,https://robertdevore.com/zero-cool-cli-a-hackers-terminal-from-1995/,17475,163838,20149,1651078,273860,2126400,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,334.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/,15098,163838,20135,132398,273860,605329,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,487.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/5-python-scripts-for-osint-and-pentesting/,16786,163838,20135,767080,273860,1241699,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,421.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/5-questions-you-must-answer-before-writing-anything/,17891,163838,20135,481588,273860,957312,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,437.9,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/5-things-i-learned-building-my-first-gutenberg-blocks-plugin/,19497,163838,20135,154834,273860,632164,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,439.2,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/7-days-full-time-wp-dispensary/,17110,163838,20135,1380652,273860,1855595,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,470.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/about/,10423,163838,20135,153700,273860,621956,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,487.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/all-in-one-wp-migration-plugin-ddos-attack/,17954,163838,20135,7628974,273860,8104761,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,438.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/back-to-basics/,14127,163838,20135,153700,273860,625660,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,437.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/blog/,19339,163838,20135,153700,273860,630872,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,395.2,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/blog/page/10/,18881,163838,20135,153700,273860,630414,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,374.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/blog/page/11/,17971,163838,20135,153700,273860,629504,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,495.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/blog/page/12/,13608,163838,20135,153700,273860,625141,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,375.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/blog/page/2/,19646,163838,20135,153700,273860,631179,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,433.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/blog/page/3/,19348,163838,20135,153700,273860,630881,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,448.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/blog/page/4/,19845,163838,20135,153700,273860,631378,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,449.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/blog/page/5/,19730,163838,20135,153700,273860,631263,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,485.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/blog/page/6/,19624,163838,20135,153700,273860,631157,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,233.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/blog/page/7/,19292,163838,20135,153700,273860,630825,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,247.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/blog/page/8/,19821,163838,20135,153700,273860,631354,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,231.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/blog/page/9/,18924,163838,20135,153700,273860,630457,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,265.0,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/boostbox-free-popups-that-work-pro-popups-that-convert/,18673,163838,20135,1698294,273860,2174800,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,264.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/boostbox-wordpress-popup-builder-for-the-core-editor/,25277,163838,20135,6548674,273860,7031784,29,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,295.8,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/cannabis-health-benefits/,21774,163838,20135,132398,273860,612005,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,232.6,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/cannabiz/,16456,163838,20135,396920,273860,871209,14,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,242.5,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/category/,11018,163838,20135,153700,273860,622551,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,202.7,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/category/ai-content-systems/,10395,163838,20135,153700,273860,621928,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,275.2,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/category/developer-tools/,9622,163838,20135,153700,273860,621155,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,344.9,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/category/engineering-archive/,8656,163838,20135,153700,273860,620189,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,286.9,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/category/field-notes/,8394,163838,20135,153700,273860,619927,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,331.9,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/category/wordpress-archive/,21984,163838,20135,153700,273860,633517,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,315.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/celebrating-gaad-with-img-a11y-v1-1-0/,14957,163838,20135,153700,273860,626490,11,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,346.9,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/chapters-for-authors-wordpress-plugin/,16967,163838,20135,188480,273860,663280,15,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,307.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/clean-blog-free-wordpress-theme/,19819,163838,20135,341528,273860,819180,16,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,307.3,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
after,https://robertdevore.com/complete-beginners-guide-building-a-python-url-checker-for-google-sheets/,32479,163838,20135,4275530,273860,4765842,12,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — LAB MEASUREMENT REQUIRED,NOT AVAILABLE — FIELD DATA REQUIRED,242.1,local generated asset inventory; production HEAD/GET probe where enabled,Estimated uncompressed bytes; browser transfer and cache behavior differ.
